movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female,overview
41,0,en,2.941626,2006-04-26,118,Medium,163000,1,1,1,1,2,2006,4,0,26,-28405871,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. ""Cocaine Cowboys"" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen."
42,3000000,en,9.718713,1967-06-22,126,Large,16217773,1,0,1,1,12,1967,6,0,22,74205073,0,2,1,1,0,0,0,0,12,9,4,3,2,0,0,0,0,0,1,1,1,12000000,60000000,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,4,2,1,2,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
43,25000000,en,2.971999,2000-03-03,108,Medium,24362772,1,0,1,1,10,2000,3,0,3,-7149862,0,2,1,1,1,0,0,0,10,10,4,4,3,2,0,1,0,0,0,1,1,141047179,18535191,159055768,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,4,0,0,1,1,0,0,1,0,0,0,2,0,0,0,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues."
45,15000000,en,5.615303,2005-02-04,88,Short,47175038,1,1,1,1,6,2005,2,0,4,-15309317,0,3,1,1,0,0,0,0,6,4,2,10,3,3,2,1,0,1,0,1,0,171963386,105834556,10571408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,4,2,0,1,1,0,0,0,1,1,0,1,0,0,1,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date."
47,80000000,en,16.646029,2006-03-23,91,Short,660940780,1,1,1,1,11,2006,3,0,23,-7149862,0,2,1,1,0,0,0,0,11,3,3,20,6,9,1,0,0,0,1,1,1,383257136,383257136,383257136,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation."
50,38000000,en,8.105708,1994-11-17,118,Medium,120000000,1,0,1,1,5,1994,11,0,17,31944703,0,1,1,1,0,0,0,0,5,3,1,0,0,1,0,0,0,0,1,1,1,35739755,,16554699,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,1,1,0,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.
180,32000000,en,11.137888,1989-07-07,133,Large,156167015,1,1,1,1,12,1989,7,0,7,40981593,0,1,2,1,0,0,1,0,12,2,1,0,0,5,5,0,1,0,1,0,1,191185897,,20256975,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,1,0,6,2,0,3,0,0,0,0,0,0,0,3,1,0,0,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.
220,2600000,en,2.203949,2004-07-09,105,Medium,3166000,1,1,1,0,11,2004,7,0,9,40981593,0,,2,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,,,3832228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.
384,0,en,8.543311,2012-09-06,130,Large,68929150,1,0,1,1,6,2012,9,1,6,-37667937,0,3,2,1,0,1,0,0,6,15,3,23,8,5,3,1,0,0,0,1,1,961000000,194168700,96188903,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,3,3,1,0,5,3,0,2,1,0,0,1,0,0,0,1,0,0,0,"Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky."
405,0,en,3.842769,1989-01-13,105,Medium,8143225,1,0,1,0,7,1989,1,0,13,-50746591,0,2,1,1,0,0,0,0,7,1,1,0,0,0,0,0,1,0,0,0,1,,,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,5,9,2,2,1,1,5,10,1,2,0,0,0,0,0,0,0,0,0,0,0,The crew of an experimental underwater nuclear base are forced to struggle for their lives when their explorations disturb a creature who threatens to destroy their base.
51,560000,nl,1.572904,2008-01-30,102,Medium,1500000,0,1,1,0,10,2008,1,0,30,-50746591,0,,1,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"‘Moscou’ is a densely populated working class neighbourhood on the outskirts of Ghent, Belgium. Matty, mother of three, bumps her car into a truck on the parking lot of a supermarket. Johnny climbs down from the cabin. He is infuriated by the dent in his front bumper and yells at Matty. Although impressed by the accident, Matty fights back with sharp words. Their discussion turns into a row, and the police have to intervene. Matty goes home, the trunk of her car dancing up and down. Back in her apartment, Matty takes a hot bath to recover from the afternoon’s emotionswhen the phone rings. It’s Johnny, apologizing for his behaviour on the parking lot. Matty tells him to stay out of her life. A dramatic comedy begins about a woman whose soul is full of dents and bruises."
52,12000000,en,4.473327,1965-07-01,160,Large,25333333,1,0,1,1,5,1965,7,0,1,40981593,0,1,1,1,0,0,0,0,5,2,0,4,1,3,1,0,0,1,1,1,0,25000000,60000000,3200000,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention."
53,0,en,1.012665,1980-06-24,97,Medium,11000000,1,0,1,1,5,1980,6,0,24,74205073,0,1,1,1,0,0,0,0,5,6,2,1,0,0,0,0,0,0,1,0,0,76657000,79666653,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,The only chance to escape a desert island is to convert the plane carrying many different animals into a boat.
54,0,en,5.410839,1988-01-15,98,Medium,17514553,1,1,1,1,1,1988,1,0,15,-50746591,0,1,1,1,0,0,0,0,1,5,5,0,0,4,2,0,0,0,0,1,1,,,102308889,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Darcy, editor at her highschool paper, and her long-term boyfriend Stan are in their last months of school and already have found places in good colleges. Recently they started to sleep with each other and, surprise, surprise, Darcy gets pregnant. Neither Darcy's mother, who was left by her husband and had to bring up Darcy alone, nor Stan's catholic parents are very supportive and urge them to h"
55,20000000,en,8.759801,2016-02-19,107,Medium,46069568,1,0,1,1,12,2016,2,0,19,-15309317,0,4,1,1,0,0,0,0,12,0,0,11,3,23,3,,0,0,,1,1,,933959197,266000000,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,2,0,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem."
56,0,en,9.122718,1993-07-02,95,Medium,36448200,1,0,1,1,7,1993,7,0,2,40981593,0,1,1,1,0,0,0,0,7,2,1,1,1,10,5,0,1,0,1,0,1,17514553,4104962,46434570,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé."
57,0,fr,2.94798,2009-08-05,97,Medium,1056938,0,1,1,0,3,2009,8,1,5,-33273015,0,1,2,1,1,0,0,0,3,1,0,13,2,0,0,1,0,1,0,1,0,,55447968,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,"In a small Corsican village, the life of Hélène, ordinary and single, She works as a maid in a hotel and is married happily with her Husband Ange and her fifteen year-old daughter. Her modest and monotonous life seems to be predetermined... One day while cleaning a hotel room, she meets a young, seductive, American couple which is playing a game of chess. First fascinated and then passionate about the game, Hélène learns with great tenacity she studies the rule of the game to perfection. She can count on Dr. Kröger, who is a mysterious inhabitant, to help her to achieve her goals. But this positive transition towards a liberty for Hélène does not go about without deeply changing her relationship with family, friends and inhabitants of the village."
62,4000000,en,1.801071,1956-05-30,105,Medium,14400000,1,0,1,1,2,1956,5,0,30,21757736,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer."
63,0,en,6.381612,1998-01-16,124,Large,25232289,1,0,1,1,16,1998,1,0,16,-50746591,0,2,1,1,0,0,0,0,16,12,7,11,3,15,5,0,0,0,1,1,1,157387195,110879513,189859560,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,6,8,8,1,3,0,3,10,1,1,0,0,0,1,0,0,0,1,0,0,0,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style."
65,12000000,en,11.160699,2013-09-21,115,Medium,17654912,1,0,1,1,11,2013,9,1,21,-37667937,0,2,1,1,0,0,1,0,11,17,1,8,6,4,1,1,0,0,0,1,1,91188905,72178895,6928068,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,5,3,4,2,9,12,1,1,0,1,0,1,1,0,0,0,2,0,0,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize."
67,12000000,en,5.145185,2010-01-14,108,Medium,204940,1,0,1,1,2,2010,1,0,14,-50746591,0,2,1,1,0,0,0,0,2,25,6,7,6,20,2,0,1,0,1,0,1,266728738,163670000,245066411,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,2,0,0,4,1,0,0,1,0,0,0,1,0,0,0,An aimless man is sent to prison for a crime he did not commit.
58,125000000,en,17.038824,1997-06-20,125,Large,238207122,1,0,1,1,9,1997,6,0,20,74205073,0,2,2,1,0,0,0,0,9,3,3,7,6,18,6,0,0,0,1,1,1,25836616,134095253,261317921,8,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,8,26,9,2,4,6,13,12,6,3,1,0,0,3,0,0,0,2,1,0,0,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo."
59,0,en,1.882446,2008-06-24,95,Medium,119563,1,1,1,0,9,2008,6,0,24,74205073,0,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,,0,1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"If you had a love-potion, who would you make fall madly in love with you? Timothy, prone to escaping his dismal high school reality through dazzling musical daydreams, gets to answer that question in a very real way. After his eccentric teacher casts him as Puck in A Midsummer Night's Dream, he stumbles upon a recipe hidden within the script to create the play's magical, purple love-pansy."
60,14000000,en,3.909079,2002-03-08,95,Medium,25482931,1,0,1,1,20,2002,3,0,8,-7149862,0,1,1,1,1,0,0,0,20,7,4,3,3,4,3,0,0,0,1,1,1,108000000,9000000,210000000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back."
61,150000000,en,23.065078,2006-11-14,144,Large,599045960,1,1,1,1,10,2006,11,0,14,31944703,0,3,5,1,1,0,0,0,10,8,6,2,2,2,2,0,1,0,1,0,1,82150642,,,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,13,17,8,10,6,4,23,17,7,4,0,0,0,1,0,0,0,2,0,0,0,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career."
64,5000000,en,7.743144,1989-07-28,100,Medium,14000000,1,0,1,1,10,1989,7,0,28,40981593,0,3,1,1,0,0,0,0,10,2,1,0,0,0,0,0,1,0,1,0,0,12232628,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time."
66,1500000,en,8.822276,1988-02-26,92,Short,11806119,1,0,1,1,6,1988,2,0,26,-15309317,0,1,1,1,0,0,0,0,6,2,2,1,0,2,1,0,0,0,1,1,0,22812411,,333000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet."
79,0,en,2.633399,1981-12-18,122,Large,35610100,1,0,1,1,13,1981,12,1,18,32322910,0,2,1,1,0,0,0,0,13,9,5,0,0,2,0,0,1,0,1,0,1,126737428,,7100000,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Accompanied by an all-star jazz soundtrack, Sharky's new ""machine"" gathers evidence while Sharky falls in love with a woman he has never met."
82,10284523,en,4.349046,2005-10-21,104,Medium,11588205,1,0,1,0,1,2005,10,1,21,-28659422,0,4,1,1,0,0,0,0,1,18,4,12,4,4,3,0,1,0,1,0,1,218613188,435000000,17096053,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,2,0,0,0,"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them."
479,20000000,en,6.679168,2006-10-13,92,Short,22165608,1,0,1,1,5,2006,10,1,13,-28659422,0,3,1,1,0,0,0,0,5,1,0,0,0,14,6,0,1,0,1,0,1,12372410,,186438883,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,8,8,3,3,0,4,12,5,2,0,0,0,1,1,1,0,1,0,0,0,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.
484,13500000,en,3.531089,2015-09-18,129,Large,187674,1,1,1,1,1,2015,9,1,18,-37667937,0,2,1,1,0,0,0,0,1,4,4,0,0,13,2,0,0,0,1,0,1,,,90565421,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement."
499,0,en,0.91505,2006-09-09,152,Large,25,1,0,1,1,0,2006,9,1,9,-37667937,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An unflinching look at the how the battle over abortion rights has played out in the United States over the last 15 years
69,2000000,en,14.284787,1962-12-25,129,Large,13129846,1,0,1,0,17,1962,12,1,25,32322910,0,1,1,1,0,0,0,0,17,9,2,0,0,1,0,0,0,0,1,1,1,28900000,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,6,4,2,0,8,5,0,3,0,0,0,0,0,0,0,1,0,0,2,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot."
70,85000000,en,2.238808,2006-06-03,104,Medium,158468292,1,1,1,1,9,2006,6,0,3,74205073,0,1,2,1,0,0,0,1,9,5,3,0,0,0,0,0,1,0,1,0,1,173013509,,,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,7,4,5,3,5,2,10,14,3,1,1,0,1,1,0,0,0,3,0,0,0,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing"
71,29000000,en,12.092096,2005-03-04,103,Medium,21126225,1,0,1,1,18,2005,3,0,4,-7149862,0,7,2,1,0,0,0,0,18,3,2,6,5,17,4,0,1,0,1,0,1,,655011224,161626121,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,13,1,0,2,0,0,0,1,0,1,0,2,0,0,0,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves."
72,0,es,7.667491,2004-02-06,126,Large,16756372,0,1,1,1,13,2004,2,0,6,-15309317,0,8,8,0,0,0,1,0,13,1,1,0,0,0,0,0,0,1,1,0,0,20908467,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s."
73,11000000,en,8.290384,1990-04-05,85,Short,8266343,1,0,1,1,7,1990,4,0,5,-28405871,0,2,1,1,0,0,0,0,7,3,2,0,0,0,0,0,1,1,1,0,0,331816,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.
74,0,cs,0.919556,2004-03-30,90,Short,17393,0,1,1,0,5,2004,3,0,30,-7149862,0,,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two students from the Czech Film Academy commission a leading advertising agency to organize a huge campaign for the opening of a new supermarket named Czech Dream. The supermarket however does not exist and is not meant to. The advertising campaign includes radio and television ads, posters, flyers with photos of fake Czech Dream products, a promotional song, an internet site, and ads in newspapers and magazines. Will people believe in it and show up for the grand opening?"
